ID-EVENTO,TITULO,PRECIO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,TITULO-ACTIVIDAD,URL-ACTIVIDAD,URL-INSTALACION,NOMBRE-INSTALACION,ACCESIBILIDAD-INSTALACION,CLASE-VIAL-INSTALACION,NOMBRE-VIA-INSTALACION,NUM-INSTALACION,DISTRITO-INSTALACION,same_as_distrito,BARRIO-INSTALACION,same_as_barrio,CODIGO-POSTAL-INSTALACION,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TIPO,AUDIENCIA
11768814,12 Festival de Cine social de las Californias,Gratuito,1,1,"L,M,X,J,V,S,D",,2022-09-30T00:00:00Z,2022-10-02T23:59:00Z,21:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=154f346a6e033810VgnVCM1000001d4a900aRCRD,Cine de verano en Retiro. Junio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=41c750fb77cfe710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=14ec3abc4be2e210VgnVCM1000000b205a0aRCRD,Parque Martin Luther King,2,CALLE,CERRO NEGRO,1,Retiro,https://wikidata.org/entity/Q2002296,Adelfas,https://wikidata.org/entity/Q3774001,28007,443131,4472170,40.398195733324194,-3.6701340560704026,/contenido/actividades/CineActividadesAudiovisuales,
11768163,15ª Edición Mi primer Festival de Cine,Más información sobre precios y programación en próximas fechas.,0,1,"S,D",,2022-11-05T00:00:00Z,2022-11-20T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fd9afbfa0423810VgnVCM1000001d4a900aRCRD,15ª Edición Mi primer Festival de Cine,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3e9afbfa0423810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE,CONDE DUQUE,9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,439759,4475508,40.42802889001877,-3.710182353581842,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
11768199,36º Certamen Coreográfico de Madrid,Más información sobre precios y programación en próximas fechas.,0,1,"L,M,X,J,V,S,D",,2022-12-07T00:00:00Z,2022-12-11T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a0bafbfa0423810VgnVCM1000001d4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE,CONDE DUQUE,9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,439759,4475508,40.42802889001877,-3.710182353581842,/contenido/actividades/DanzaBaile,
11773394,4ª jornada Festival Octubre negro en Madrid,Gratuito,1,0,,,2022-10-04T00:00:00Z,2022-10-04T23:59:00Z,,"Programa la cuarta jornada - martes 4 de octubre.  En la biblioteca Iván de Vargas, volvemos a contar con un elenco de lujo: médicos forenses, inspectores de policía, ex agentes de inteligencia, psiquiatras y psicólogos, historiadores y primeras firmas literarias.al que se irán sumando otros nombres ilustres de la cultura de la talla de Luis Alberto de Cuenca, Fernando Sánchez Dragó, Luis Antonio de Villena, el doctor José Cabrera, José Luis Muñoz, Carmen Baena Salamanca y un larguísimo etc.  El acceso es libre hasta completar aforo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2cb13d647d043810VgnVCM1000001d4a900aRCRD,Festival Octubre negro en Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d8d23845db33810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal Iván de Vargas (Centro),"1,6",CALLE,SAN JUSTO,5,Centro,https://wikidata.org/entity/Q1763376,Palacio,https://wikidata.org/entity/Q2136510,28005,439775,4473962,40.41410290844665,-3.7098591212735883,/contenido/actividades/ConferenciasColoquios,
11779923,5 Segundos y 120 Kilos,Gratuito,1,0,,,2022-10-22T00:00:00Z,2022-10-22T23:59:00Z,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7509ca22fd953810VgnVCM2000001f4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Antonio Machado (San Blas - Canillejas),1,CALLE,SAN ROMÁN DEL VALLE,8,San Blas,https://wikidata.org/entity/Q2001937,Arcos,https://wikidata.org/entity/Q9627876,28037,447255,4474591,40.42027705095574,-3.621741078700336,/contenido/actividades/TeatroPerformance,
11773395,5ª jornada Festival Octubre negro en Madrid,Gratuito,1,0,,,2022-10-05T00:00:00Z,2022-10-05T23:59:00Z,,"Programa la quinta jornada - miércoles 5 de octubre.  En la biblioteca Iván de Vargas, volvemos a contar con un elenco de lujo: médicos forenses, inspectores de policía, ex agentes de inteligencia, psiquiatras y psicólogos, historiadores y primeras firmas literarias.al que se irán sumando otros nombres ilustres de la cultura de la talla de Luis Alberto de Cuenca, Fernando Sánchez Dragó, Luis Antonio de Villena, el doctor José Cabrera, José Luis Muñoz, Carmen Baena Salamanca y un larguísimo etc.  El acceso es libre hasta completar aforo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fb13d647d043810VgnVCM1000001d4a900aRCRD,Festival Octubre negro en Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d8d23845db33810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal Iván de Vargas (Centro),"1,6",CALLE,SAN JUSTO,5,Centro,https://wikidata.org/entity/Q1763376,Palacio,https://wikidata.org/entity/Q2136510,28005,439775,4473962,40.41410290844665,-3.7098591212735883,/contenido/actividades/ConferenciasColoquios,
11731709,6º Concurso de relatos Cuarto y Mitad: 'Estaba en un libro',Gratuito,1,1,"L,M,X,J,V,S,D",,2022-08-22T00:00:00Z,2022-10-09T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7d98a590d22f1810VgnVCM1000001d4a900aRCRD,6ª Edición del concurso de relatos Cuarto y Mitad: 'Estaba en un libro',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9e9af7f171f1810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),"1,6",CALLE,BARCELO,4,Centro,https://wikidata.org/entity/Q1763376,Justicia,https://wikidata.org/entity/Q1992319,28004,440645,4475347,40.426642215368176,-3.699722994908341,/contenido/actividades/ConcursosCertamenes,
11772251,AbeceDanza 1,5 euros,0,1,S,22/10/2022;29/10/2022;12/11/2022;19/11/2022;26/11/2022;,2022-10-15T00:00:00Z,2022-12-03T23:59:00Z,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=06e74db637c33810VgnVCM1000001d4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Espacio Abierto Quinta de los Molinos,"1,6",CALLE,JUAN IGNACIO LUCA DE TENA,20,San Blas,https://wikidata.org/entity/Q2001937,Salvador,https://wikidata.org/entity/Q10367095,28027,446636,4477644,40.44774002225867,-3.6292874542291638,/contenido/actividades/DanzaBaile,
11772254,AbeceDanza 2,5 euros,0,1,S,22/10/2022;29/10/2022;12/11/2022;19/11/2022;26/11/2022;,2022-10-15T00:00:00Z,2022-12-03T23:59:00Z,17:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7508fec79ff33810VgnVCM1000001d4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Espacio Abierto Quinta de los Molinos,"1,6",CALLE,JUAN IGNACIO LUCA DE TENA,20,San Blas,https://wikidata.org/entity/Q2001937,Salvador,https://wikidata.org/entity/Q10367095,28027,446636,4477644,40.44774002225867,-3.6292874542291638,/contenido/actividades/DanzaBaile,"/usuario/Niños,/usuario/Familias"
11769963,Acciones para el frío,Más información sobre precios y programación en próximas fechas.,0,0,,,2022-11-19T00:00:00Z,2022-11-19T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2914e1c8cc533810VgnVCM2000001f4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE,CONDE DUQUE,9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,439759,4475508,40.42802889001877,-3.710182353581842,,/usuario/Familias
11787278,ActivaMENTE: ¡Bucles fuera!,Gratuito,1,1,V,,2022-10-07T00:00:00Z,2022-12-23T23:59:00Z,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ecbdfc94c283810VgnVCM1000001d4a900aRCRD,ActivaMENTE: ¡Bucles fuera!,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=379ebd39596c9710VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=229425eae8975710VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Ana Orantes. Barajas,1,CALLE,PLAYA DE SAN JUAN,6,Barajas,https://wikidata.org/entity/Q807230,Timón,https://wikidata.org/entity/Q10382570,28042,449784,4480499,40.473659104975354,-3.592395079190456,/contenido/actividades/CursosTalleres,/usuario/Mujeres
11787008,Actuamos contra la violencia machista en el Espacio de Igualdad Nieves Torres,Gratuito,1,0,,,2022-10-25T00:00:00Z,2022-10-25T23:59:00Z,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa42fa4b19f73810VgnVCM1000001d4a900aRCRD,Preparando juntas el 25N,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa59bf73b69a1810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e58c855a64315610VgnVCM2000001f4a900aRCRD,Espacio de Igualdad Nieves Torres. Chamartín,1,CALLE,ENRIQUE JARDIEL PONCELA,8,Chamartín,https://wikidata.org/entity/Q1766348,Nueva España,https://wikidata.org/entity/Q10338128,28016,443189,4479129,40.46088981165102,-3.6700689174427326,/contenido/actividades/DanzaBaile,/usuario/Mujeres
11739193,Acuarelas de Jesús Merino,Gratuito,1,1,"L,M,X,J,V",,2022-10-01T00:00:00Z,2022-10-31T23:59:00Z,,Perteneciente al colectivo 'Por amor al arte'.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4c8fbb409342810VgnVCM1000001d4a900aRCRD,Programa de actividades en el Centro Sociocultural Rosario de Acuña (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=97a7b1a5e9470610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Rosario de Acuña (Latina),1,CALLE,MARIA DEL CARMEN,65,Latina,https://wikidata.org/entity/Q794954,Barrio de Puerta del Ángel,https://wikidata.org/entity/Q31142,28011,437830,4473132,40.40647389284976,-3.7327010920242043,/contenido/actividades/Exposiciones,
11768139,Adrián Foulkes. Parenthesis,Más información sobre precios y programación en próximas fechas.,0,0,,,2022-10-14T00:00:00Z,2022-10-14T23:59:00Z,20:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b029afbfa0423810VgnVCM1000001d4a900aRCRD,Adrián Foulkes. Parenthesis,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6529afbfa0423810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE,CONDE DUQUE,9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,439759,4475508,40.42802889001877,-3.710182353581842,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
11787599,Aires del sur,Gratuito,1,0,,,2022-10-08T00:00:00Z,2022-10-08T23:59:00Z,19:30,Compañía Danza Alma y a continuación Flamenco en vivo. Marcos Marín y Ángel Montejano.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4d328370c283810VgnVCM2000001f4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1aaf38317117e210VgnVCM1000000b205a0aRCRD,Jardín del Bulevar de Peña Gorbea,2,CALLE,PEÑA GORBEA,17,Puente de Vallecas,https://wikidata.org/entity/Q2003054,San Diego,https://wikidata.org/entity/Q11946851,28053,443393,4471901,40.3957812018463,-3.6670346724676173,/contenido/actividades/DanzaBaile/Flamenco,
11768181,Alain Guiraudie «El desconocido del lago»,"3,50 euros",0,0,,,2022-11-23T00:00:00Z,2022-11-23T23:59:00Z,20:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=657aafbfa0423810VgnVCM1000001d4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE,CONDE DUQUE,9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,439759,4475508,40.42802889001877,-3.710182353581842,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
11768178,Alain Resnais. El año pasado en Marienbad,Más información sobre precios y programación en próximas fechas.,0,0,,,2023-06-07T00:00:00Z,2023-06-07T23:59:00Z,20:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a5aafbfa0423810VgnVCM1000001d4a900aRCRD,Alain Resnais. El año pasado en Marienbad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f5aafbfa0423810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE,CONDE DUQUE,9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,439759,4475508,40.42802889001877,-3.710182353581842,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
11771190,Alfilerazos,Entrada 1 espectáculo / 15 euros  Entrada 2 o más espectáculos / 12 euros,0,1,"M,X,J,V,S,D",,2022-11-15T00:00:00Z,2022-11-20T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=080e1f7a68a33810VgnVCM1000001d4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD,Teatro Español,"1,6",CALLE,PRINCIPE,25,Centro,https://wikidata.org/entity/Q1763376,Cortes,https://wikidata.org/entity/Q2535637,28012,440597,4474036,40.41482868269558,-3.7001663599562105,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
11770163,All you need,Gratuito,1,0,,,2022-10-08T00:00:00Z,2022-10-08T23:59:00Z,12:00,Infantil  Concierto teatralizado que recrea de forma lúdica y divertida la historia del rock desde Elvis Presley hasta Queen dirigido a público infantil y familiar.  Edad recomendada: A partir de 4 años.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=840152deb5633810VgnVCM2000001f4a900aRCRD,Actividades en el Centro Cultural el Madroño NO BORRAR,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63fd7ba8c0950710VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57b63d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural el Madroño (Vicálvaro),1,CALLE,VILLARDONDIEGO,36,Vicálvaro,https://wikidata.org/entity/Q589403,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,28032,448357,4472920,40.405292721436055,-3.6086161200017157,/contenido/actividades/TeatroPerformance,/usuario/Niños
11781115,Alokayto,Gratuito,1,0,,,2022-10-09T00:00:00Z,2022-10-09T23:59:00Z,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d36404a643a53810VgnVCM1000001d4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),1,CALLE,ALIAGA,5,San Blas,https://wikidata.org/entity/Q2001937,Canillejas,https://wikidata.org/entity/Q663013,28022,448148,4476402,40.43664778776818,-3.611362970564875,/contenido/actividades/CircoMagia,
11788428,American Ghost,Gratuito,1,0,,,2022-10-28T00:00:00Z,2022-10-28T23:59:00Z,19:00,"Banda emergente con sonido de raízamericana (country, blues, rock y folk).Sus dos últimos sencillos han sido publicadosen la revista Ruta 66 y han sonadoen emisoras como Rock FM y Radio 3. 60 minutos",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4104248e6383810VgnVCM1000001d4a900aRCRD,Actividades Centro Cultural La Elipa. Octubre 2022,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=29cd9b1a60383810VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural la Elipa (Ciudad Lineal),1,CALLE,SANTA FELICIDAD,39,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Ventas,https://wikidata.org/entity/Q71762,28017,444825,4475074,40.42447060804354,-3.6504253324201104,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
11693898,Amistad,20 euros,0,1,"M,X,J,V,S,D",,2023-01-27T00:00:00Z,2023-03-05T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b10d11e4daf0810VgnVCM1000001d4a900aRCRD,Amistad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0020d11e4daf0810VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD,Teatro Español,"1,6",CALLE,PRINCIPE,25,Centro,https://wikidata.org/entity/Q1763376,Cortes,https://wikidata.org/entity/Q2535637,28012,440597,4474036,40.41482868269558,-3.7001663599562105,/contenido/actividades/TeatroPerformance,
11784364,Animales,Gratuito,1,0,,,2022-10-07T00:00:00Z,2022-10-07T23:59:00Z,18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72a8f6f716773810VgnVCM2000001f4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb453d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Blasco Ibáñez (Carabanchel),0,CALLE,SOLDADO JOSE MARIA REY,44,Carabanchel,https://wikidata.org/entity/Q1001991,San Isidro,https://wikidata.org/entity/Q3813733,28019,437813,4471853,40.394959912881816,-3.732764798621339,/contenido/actividades/CuentacuentosTiteresMarionetas,/usuario/Niños
11781795,Animales fabulosos,Gratuito,1,0,,,2022-10-23T00:00:00Z,2022-10-23T23:59:00Z,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=398450425ce53810VgnVCM1000001d4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),2,CALLE,FEBRERO,4,San Blas,https://wikidata.org/entity/Q2001937,Rejas,https://wikidata.org/entity/Q10359029,28022,451431,4477509,40.446818592300296,-3.572741163820915,/contenido/actividades/CuentacuentosTiteresMarionetas,/usuario/Niños
11775018,Animales robóticos,Más información sobre precios y programación en próximas fechas.,0,1,"S,D",6/11/2022;12/11/2022;13/11/2022;19/11/2022;26/11/2022;27/11/2022;4/12/2022;10/12/2022;11/12/2022;17/12/2022;,2022-11-05T00:00:00Z,2022-12-18T23:59:00Z,12:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c1fe8cc3a5543810VgnVCM2000001f4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Espacio Abierto Quinta de los Molinos,"1,6",CALLE,JUAN IGNACIO LUCA DE TENA,20,San Blas,https://wikidata.org/entity/Q2001937,Salvador,https://wikidata.org/entity/Q10367095,28027,446636,4477644,40.44774002225867,-3.6292874542291638,/contenido/actividades/CursosTalleres,"/usuario/Niños,/usuario/Familias"
11772338,Animales robóticos,4 euros,0,0,,,2022-10-16T00:00:00Z,2022-10-16T23:59:00Z,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f6bfec79ff33810VgnVCM1000001d4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD,Espacio Abierto Quinta de los Molinos,"1,6",CALLE,JUAN IGNACIO LUCA DE TENA,20,San Blas,https://wikidata.org/entity/Q2001937,Salvador,https://wikidata.org/entity/Q10367095,28027,446636,4477644,40.44774002225867,-3.6292874542291638,/contenido/actividades/CursosTalleres,"/usuario/Niños,/usuario/Familias"
11768151,Anne Valdman «Para ser estrella a medianoche»,Más información sobre precios y programación en próximas fechas.,0,0,,,2022-10-25T00:00:00Z,2022-10-25T23:59:00Z,20:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3089afbfa0423810VgnVCM1000001d4a900aRCRD,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,1,CALLE,CONDE DUQUE,9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,439759,4475508,40.42802889001877,-3.710182353581842,/contenido/actividades/RecitalesPresentacionesActosLiterarios,
