date,observation_id,building_id,geo_id,building_type,building_name,address,district,neighborhood,longitude,latitude,type_of_energy,energy_group,unit_text,value
2020-05-01,O30220205509,E509,GEO_E509,Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,VENTAS,-3.6512062299873125,40.4234957928842,Energia Activa,Ninguno,kWh,1193
2020-05-01,O30320205509,E509,GEO_E509,Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,VENTAS,-3.6512062299873125,40.4234957928842,Gas,Gas,m3,332.41494
2020-05-01,O30420205509,E509,GEO_E509,Centros culturales y bibliotecas,Biblioteca La Elipa - Islas Filipinas,"CALLE NUESTRA SEÑORA DEL VILLAR, 6 28017 MADRID",CIUDAD LINEAL,VENTAS,-3.6512062299873125,40.4234957928842,Gas,Gas,m3,774.86
2020-05-01,O305202052204,E2204,GEO_E2204,Centros culturales y bibliotecas,Biblioteca María Lejárraga,"CALLE PRINCESA DE EBOLI, 29 28050 MADRID",HORTALEZA,VALDEFUENTES,-3.655405015918612,40.49055520560343,Energia Activa,Ninguno,kWh,1022.352
2020-05-01,O30620205941,E941,GEO_E941,Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,JUSTICIA,-3.6990826662067344,40.42683538680111,Energia Activa,Activa Interruptor Gral,kWh,2956
2020-05-01,O30720205941,E941,GEO_E941,Centros culturales y bibliotecas,Biblioteca Mario Vargas Llosa,"CALLE BARCELO, 4 28004 MADRID",CENTRO,JUSTICIA,-3.6990826662067344,40.42683538680111,Energia Reactiva,Reactiva tarifa 3.0A,kVAr,325
2020-05-01,O30820205850,E850,GEO_E850,Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,MEDIA LEGUA,-3.6530587077141,40.4097421858525,Energia Activa,Activa Interruptor Gral,kWh,896
2020-05-01,O30920205850,E850,GEO_E850,Centros culturales y bibliotecas,Biblioteca Miguel Delibes,"CALLE ARROYO BELINCOSO, 11 (JUNTO A CENTRO CULTURAL EDUARDO CHILLIDA) 28030 MADRID",MORATALAZ,MEDIA LEGUA,-3.6530587077141,40.4097421858525,Energia Reactiva,Reactiva tarifa 3.1A,kVAr,13
2020-05-01,O31120205702,E702,GEO_E702,Centros culturales y bibliotecas,Biblioteca Pablo Neruda,"CALLE ASCAO, 4 28017 MADRID",CIUDAD LINEAL,PUEBLO NUEVO,-3.641334923876934,40.42963395178173,Energia Activa,Ninguno,kWh,4156.7
2020-05-01,O3132020520,E20,GEO_E20,Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,ACACIAS,-3.7076765298843,40.4002580548243,Energia Activa,Activa Interruptor Gral,kWh,2610
2020-05-01,O3142020520,E20,GEO_E20,Centros culturales y bibliotecas,Biblioteca Pío Baroja,"CALLE ARGANDA, 12 28005 MADRID",ARGANZUELA,ACACIAS,-3.7076765298843,40.4002580548243,Energia Reactiva,Reactiva tarifa 3.0A,kVAr,367
