PK;NOMBRE;PDF;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
302283;"Almacenes Rodríguez";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302283.pdf?idEdificio=0b08f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0b08f7d9560a4510f7d9560a45102e085a0aRCRD";"CABALLERO DE GRACIA";"Calle";"V";"3";"";"";"";"";"MADRID";"MADRID";"28013";"";"SOL";"";"CENTRO";"440537";"4474579";"40.419716000547446";"-3.700924275126349";"";"";"";""; 
11072416;"Antigua Fábrica Martini &amp; Rossi";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11072416.pdf?idEdificio=aae94d07192ae610VgnVCM1000001d4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=aae94d07192ae610VgnVCM1000001d4a900aRCRD";"ARAGON";"AVENIDA";"V";"328";"";"";"";"";"MADRID";"MADRID";"28022";"";"REJAS";"";"SAN BLAS-CANILLEJAS";"450421";"4477812";"40.449487715157105";"-3.5846718811400415";"";"";"";""; 
303994;"Ateneo de Madrid";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/303994.pdf?idEdificio=4218f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4218f7d9560a4510f7d9560a45102e085a0aRCRD";"PRADO";"Calle";"V";"21";"";"";"";"";"MADRID";"MADRID";"28014";"";"CORTES";"";"CENTRO";"440750";"4474098";"40.41539811494639";"-3.698368894119228";"";"";"";""; 
302440;"Banco Bilbao Vizcaya Argentaria";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302440.pdf?idEdificio=2e08f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2e08f7d9560a4510f7d9560a45102e085a0aRCRD";"ALCALÁ";"Calle";"V";"16";"";"";"";"";"MADRID";"MADRID";"28014";"";"CORTES";"";"CENTRO";"440759";"4474522";"40.417345829900306";"-3.69956773930541";"";"";"";""; 
325808;"Banco de España";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/325808.pdf?idEdificio=2228f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2228f7d9560a4510f7d9560a45102e085a0aRCRD";"ALCALÁ";"Calle";"V";"48";"";"";"";"";"MADRID";"MADRID";"28014";"";"CORTES";"";"CENTRO";"441032";"4474393";"40.418075647306665";"-3.6950725920539";"";"";"";""; 
302279;"Banco Matritense";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302279.pdf?idEdificio=8a08f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8a08f7d9560a4510f7d9560a45102e085a0aRCRD";"GRAN VIA";"Calle";"V";"22";"";"";"";"";"MADRID";"MADRID";"28004";"";"JUSTICIA";"";"CENTRO";"440596";"4474627";"40.42015262123508";"-3.7002333412022166";"";"";"";""; 
307083;"Basílica Pontificia de San Miguel";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/307083.pdf?idEdificio=e518f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e518f7d9560a4510f7d9560a45102e085a0aRCRD";"SAN JUSTO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28005";"";"PALACIO";"";"CENTRO";"439790";"4473973";"40.41420531493721";"-3.7096614825254437";"";"";"";""; 
11071963;"Biblioteca Central de la UNED Madrid";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11071963.pdf?idEdificio=131c28649e1ae610VgnVCM2000001f4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=131c28649e1ae610VgnVCM2000001f4a900aRCRD";"SENDA DEL REY";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28008";"";"CASA DE CAMPO";"";"MONCLOA-ARAVACA";"437917";"4476038";"40.43267260040589";"-3.731936574991669";"";"";"";""; 
11073375;"Biblioteca Pública Usera José Hierro";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11073375.pdf?idEdificio=e7daf2ef5c6ae610VgnVCM2000001f4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e7daf2ef5c6ae610VgnVCM2000001f4a900aRCRD";"RAFAELA YBARRA";"AVENIDA";"V";"43";"";"";"";"";"MADRID";"MADRID";"28026";"";"PRADOLONGO";"";"USERA";"439681";"4470386";"40.38188230129181";"-3.7106157111470615";"";"";"";""; 
317685;"Bolsa de Madrid";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/317685.pdf?idEdificio=8d18f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8d18f7d9560a4510f7d9560a45102e085a0aRCRD";"LEALTAD";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28014";"";"LOS JERONIMOS";"";"RETIRO";"441277";"4474257";"40.416869058196646";"-3.6921641190883117";"";"";"";""; 
380003;"CaixaForum";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/380003.pdf?idEdificio=c428f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c428f7d9560a4510f7d9560a45102e085a0aRCRD";"PRADO";"PASEO";"V";"36";"";"";"";"";"MADRID";"MADRID";"28014";"";"CORTES";"";"CENTRO";"441170";"4473606";"40.41100296472787";"-3.6933720637143432";"";"";"";""; 
303549;"Capilla de San Isidro en la Iglesia de San Andrés";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/303549.pdf?idEdificio=00083d43db3a45103d43db3a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=00083d43db3a45103d43db3a45102e085a0aRCRD";"SAN ANDRES";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28005";"";"PALACIO";"";"CENTRO";"439691";"4473738";"40.41208167798535";"-3.710809418427343";"";"";"";""; 
316140;"Casa Árabe (antiguas Escuelas Aguirre)";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/316140.pdf?idEdificio=ac18f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ac18f7d9560a4510f7d9560a45102e085a0aRCRD";"ALCALA";"CALLE";"V";"62";"";"";"";"";"MADRID";"MADRID";"28009";"";"RECOLETOS";"";"SALAMANCA";"442134";"4474793";"40.42175951375861";"-3.6821165450977644";"";"";"";""; 
302902;"Casa de la Villa";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302902.pdf?idEdificio=4f08f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4f08f7d9560a4510f7d9560a45102e085a0aRCRD";"VILLA";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439711";"4474084";"40.41519930383812";"-3.7106114421853977";"";"";"";""; 
307084;"Casa de las Alhajas. Antigua Caja de Ahorros";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/307084.pdf?idEdificio=0618f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0618f7d9560a4510f7d9560a45102e085a0aRCRD";"SAN MARTIN";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440023";"4474410";"40.418158551935534";"-3.7069590771872307";"";"";"";""; 
309418;"Casa de las Flores";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/309418.pdf?idEdificio=e818f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e818f7d9560a4510f7d9560a45102e085a0aRCRD";"RODRIGUEZ SAN PEDRO";"CALLE";"V";"72";"";"";"";"";"MADRID";"MADRID";"28015";"";"GAZTAMBIDE";"";"CHAMBERI";"439221";"4475953";"40.43200253545766";"-3.7165599011833264";"";"";"";""; 
302349;"Casa del cura de la iglesia de San José";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302349.pdf?idEdificio=8c08f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8c08f7d9560a4510f7d9560a45102e085a0aRCRD";"ALCALÁ";"Calle";"V";"";"";"";"";"";"MADRID";"MADRID";"28014";"";"JUSTICIA";"";"CENTRO";"440879";"4474517";"40.41918184340614";"-3.696887446468761";"";"";"";""; 
11015835;"Casa Sindical (actual sede del Ministerio de Sanidad, Servicios Sociales e Igualdad)";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11015835.pdf?idEdificio=9b48062df152d610VgnVCM1000001d4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=9b48062df152d610VgnVCM1000001d4a900aRCRD";"PRADO";"PASEO";"V";"18";"";"";"";"";"MADRID";"MADRID";"28014";"";"CORTES";"";"CENTRO";"441116";"4473910";"40.41373002816207";"-3.6940288616186012";"";"";"";""; 
302404;"Casino de Madrid";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302404.pdf?idEdificio=6d08f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6d08f7d9560a4510f7d9560a45102e085a0aRCRD";"ALCALA";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28014";"";"SOL";"";"CENTRO";"440589";"4474363";"40.41777541448619";"-3.7002800119895505";"";"";"";""; 
11067311;"Casita Del Príncipe (El Pardo)";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11067311.pdf?idEdificio=8ccfa8071288e610VgnVCM2000001f4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8ccfa8071288e610VgnVCM2000001f4a900aRCRD";"ADELINA PATTI";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28048";"";"EL PARDO";"";"FUENCARRAL-EL PARDO";"433983";"4486178";"40.52371356289907";"-3.7793722663684637";"";"";"";""; 
11072237;"Cementerio de la Almudena";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11072237.pdf?idEdificio=b1300183252ae610VgnVCM2000001f4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=b1300183252ae610VgnVCM2000001f4a900aRCRD";"DAROCA";"AVENIDA";"V";"94";"";"";"";"";"MADRID";"MADRID";"28017";"";"VENTAS";"";"CIUDAD LINEAL";"445188";"4475310";"40.42662313663575";"-3.6461555750010706";"";"";"";""; 
11075282;"Central Eléctrica del Pacífico, talleres y oficinas del Metro";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11075282.pdf?idEdificio=b32ecef22dcae610VgnVCM2000001f4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=b32ecef22dcae610VgnVCM2000001f4a900aRCRD";"VALDERRIBAS";"CALLE";"V";"49";"";"";"";"";"MADRID";"MADRID";"28007";"";"PACIFICO";"";"RETIRO";"442768";"4472817";"40.40400482713434";"-3.6744688233892404";"";"";"";""; 
11075326;"Centro Cultural Daoíz y Velarde";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11075326.pdf?idEdificio=b4c3cef22dcae610VgnVCM2000001f4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=b4c3cef22dcae610VgnVCM2000001f4a900aRCRD";"DAOIZ Y VELARDE";"PLAZA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28007";"";"PACIFICO";"";"RETIRO";"442535";"4472575";"40.40180567689773";"-3.6771876805396864";"";"";"";""; 
305459;"Centro Cultural La Corrala (sede del Museo de Artes y Tradiciones Populares)";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/305459.pdf?idEdificio=0418f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0418f7d9560a4510f7d9560a45102e085a0aRCRD";"CARLOS ARNICHES";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28005";"";"EMBAJADORES";"";"CENTRO";"439899";"4473375";"40.408827275648434";"-3.7083241323093614";"";"";"";""; 
302286;"Centro del Ejército y la Armada (Casino Militar)";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302286.pdf?idEdificio=4b08f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4b08f7d9560a4510f7d9560a45102e085a0aRCRD";"CABALLERO DE GRACIA";"Calle";"V";"9";"";"";"";"";"MADRID";"MADRID";"28013";"";"SOL";"";"CENTRO";"440620";"4474558";"40.419523741055684";"-3.699943922067412";"";"";"";""; 
302169;"Cine Avenida";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302169.pdf?idEdificio=00083a2ae80a45103a2ae80a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=00083a2ae80a45103a2ae80a45102e085a0aRCRD";"ABADA";"Calle";"V";"11";"";"";"";"";"MADRID";"MADRID";"";"6";"SOL";"1";"CENTRO";"440185";"4474605";"40.419924992685935";"-3.7050756479788833";"";"";"";""; 
302112;"Cine Callao";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302112.pdf?idEdificio=e608f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e608f7d9560a4510f7d9560a45102e085a0aRCRD";"CALLAO";"Plaza";"V";"2";"";"";"";"";"MADRID";"MADRID";"28013";"";"SOL";"";"CENTRO";"440084";"4474612";"40.419980785676174";"-3.706266769929261";"";"";"";""; 
302063;"Cine Gran Vía y Hotel Vincci";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302063.pdf?idEdificio=0508f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0508f7d9560a4510f7d9560a45102e085a0aRCRD";"GARCIA MOLINAS";"Calle";"V";"";"";"";"";"";"MADRID";"MADRID";"";"";"UNIVERSIDAD";"";"CENTRO";"439877";"4474900";"40.42256029007748";"-3.7087338575144777";"";"";"";""; 
307308;"Círculo de Bellas Artes";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/307308.pdf?idEdificio=a718f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a718f7d9560a4510f7d9560a45102e085a0aRCRD";"ALCALÁ";"Calle";"V";"42";"";"";"";"";"MADRID";"MADRID";"28014";"";"CORTES";"";"CENTRO";"440910";"4474405";"40.41817509525873";"-3.69651165491942";"";"";"";""; 
307324;"Círculo de la Unión Mercantil e Industrial";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/307324.pdf?idEdificio=8818f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8818f7d9560a4510f7d9560a45102e085a0aRCRD";"GRAN VIA";"Calle";"V";"24";"";"";"";"";"MADRID";"MADRID";"28004";"";"JUSTICIA";"";"CENTRO";"440550";"4474640";"40.42026644620261";"-3.700776749697362";"";"";"";""; 
11072157;"Ciudad Universitaria de Madrid";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11072157.pdf?idEdificio=185b0183252ae610VgnVCM2000001f4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=185b0183252ae610VgnVCM2000001f4a900aRCRD";"UNIVERSITARIA";"CIUDAD";"T";"";"";"";"";"";"MADRID";"MADRID";"";"";"";"";"DISTRITO";"438492";"4478864";"40.458171418103674";"-3.7254416045474374";"";"";"";""; 
325526;"Colegio de Nuestra Señora de Loreto. Madres Ursulinas";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/325526.pdf?idEdificio=2128f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2128f7d9560a4510f7d9560a45102e085a0aRCRD";"PRINCIPE DE VERGARA";"CALLE";"V";"42";"";"";"";"";"MADRID";"MADRID";"28001";"";"GOYA";"";"SALAMANCA";"442343";"4475495";"40.42809511698824";"-3.679715364244469";"";"";"";""; 
11071873;"Colegio Mayor Casa do Brasil";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11071873.pdf?idEdificio=a1371521c50ae610VgnVCM2000001f4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a1371521c50ae610VgnVCM2000001f4a900aRCRD";"ARCO DE LA VICTORIA";"AVENIDA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28040";"";"CIUDAD UNIVERSITARIA";"";"MONCLOA-ARAVACA";"438486";"4476684";"40.43853583084271";"-3.7252915757655174";"";"";"";""; 
313893;"Colegio Nuestra Señora del Pilar";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/313893.pdf?idEdificio=cb18f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=cb18f7d9560a4510f7d9560a45102e085a0aRCRD";"CASTELLO";"CALLE";"V";"56";"";"";"";"";"MADRID";"MADRID";"28001";"";"RECOLETOS";"";"SALAMANCA";"442221";"4475517";"40.42828467450708";"-3.6811529345648615";"";"";"";""; 
11071277;"Colegio Oficial de Arquitectos de Madrid";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11071277.pdf?idEdificio=f3d5a9662229e610VgnVCM1000001d4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=f3d5a9662229e610VgnVCM1000001d4a900aRCRD";"HORTALEZA";"CALLE";"V";"63";"";"";"";"";"MADRID";"MADRID";"28004";"";"JUSTICIA";"";"CENTRO";"440747";"4475062";"40.42408121377881";"-3.6984906424295754";"";"";"";""; 
11075132;"Complejo El Águila";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11075132.pdf?idEdificio=800b53f66bcae610VgnVCM1000001d4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=800b53f66bcae610VgnVCM1000001d4a900aRCRD";"RAMIREZ DE PRADO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28045";"";"DELICIAS";"";"ARGANZUELA";"441443";"4472373";"40.399909791771385";"-3.690036015115312";"";"";"";""; 
304017;"Congreso de los Diputados";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/304017.pdf?idEdificio=6218f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6218f7d9560a4510f7d9560a45102e085a0aRCRD";"CORTES";"Plaza";"V";"1";"";"";"";"";"MADRID";"MADRID";"28014";"";"CORTES";"";"CENTRO";"440903";"4474210";"40.41641794374934";"-3.6965760428685828";"";"";"";""; 
300323;"Convento de las Comendadoras y parroquia de Santiago el Mayor";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/300323.pdf?idEdificio=2108f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2108f7d9560a4510f7d9560a45102e085a0aRCRD";"COMENDADORAS";"PLAZA";"V";"10";"";"";"";"";"MADRID";"MADRID";"28015";"";"UNIVERSIDAD";"";"CENTRO";"439863";"4475437";"40.42740150087395";"-3.708938288104488";"";"";"";""; 
325348;"Cuartel del Conde Duque";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/325348.pdf?idEdificio=6028f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6028f7d9560a4510f7d9560a45102e085a0aRCRD";"CONDE DUQUE";"Calle";"V";"9";"";"";"";"";"MADRID";"MADRID";"28015";"";"UNIVERSIDAD";"";"CENTRO";"439684";"4475451";"40.427509974454416";"-3.711061057617866";"";"";"";""; 
11053543;"Edificio Bankinter";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11053543.pdf?idEdificio=b8df078f64c1e610VgnVCM1000001d4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=b8df078f64c1e610VgnVCM1000001d4a900aRCRD";"CASTELLANA";"PASEO";"V";"29";"";"";"";"";"MADRID";"MADRID";"28046";"";"ALMAGRO";"";"CHAMBERI";"441515";"4475792";"40.43071965314907";"-3.68950836611669";"";"";"";""; 
11055806;"Edificio Bankunión (Parlamento Europeo y Embajada de Irlanda)";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11055806.pdf?idEdificio=e686dfa16a63e610VgnVCM1000001d4a900aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e686dfa16a63e610VgnVCM1000001d4a900aRCRD";"CASTELLANA";"PASEO";"V";"46";"";"";"";"";"MADRID";"MADRID";"28046";"";"CASTELLANA";"";"SALAMANCA";"441656";"4476178";"40.43420552208373";"-3.6878737998050686";"";"";"";""; 
302096;"Edificio Carrión (Capitol)";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302096.pdf?idEdificio=c608f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c608f7d9560a4510f7d9560a45102e085a0aRCRD";"GRAN VIA";"Calle";"V";"41";"";"";"";"";"MADRID";"MADRID";"28013";"";"PALACIO";"";"CENTRO";"440042";"4474657";"40.42038314116203";"-3.706766056524687";"";"";"";""; 
302051;"Edificio Coliseum (Teatro Coliseum)";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/302051.pdf?idEdificio=a308f7d9560a4510f7d9560a45102e085a0aRCRD&tipoMon=E";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=83bc3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a308f7d9560a4510f7d9560a45102e085a0aRCRD";"GRAN VIA";"CALLE";"V";"78";"";"";"";"";"MADRID";"MADRID";"28013";"";"UNIVERSIDAD";"";"CENTRO";"439747";"4474976";"40.4232376492877";"-3.7102689441860126";"";"";"";""; 
