tipo_establecimiento,tipo_titularidad,municipio_codigo,municipio_nombre,same_as_wikidata_municipio,direccion_establecimiento,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_piso,direccion_puerta,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso,codigo_dea
Establecimiento hotelero con mas de 100 plazas,Privada,113,Pinto,https://wikidata.org/entity/Q909718,CALLE de las Arenas 1  ,CALLE, Arenas,1,,,28320,LYRA HOTELS ,441365,4457686,24 H.,2019-192
Otros,Privada,006,Alcobendas,https://wikidata.org/entity/Q487679,CALLE de Anabel Segura 12  ,CALLE,Anabel Segura,12,,,28108,DESPACHO MEDICO ,446793,4487245,,2019-312
Otros,Privada,066,Grinon,https://wikidata.org/entity/Q1772237,CALLE Centauro 11  ,CALLE,Centauro,11,,,28971,POLIGONO INDUSTRIAL LAS CUBIERTAS ,427062,4450388,06:30 - 18:30 HORAS,2019-313
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Pez Volador 30  ,CALLE,Pez Volador,30,,,28007,ENTRADA PRINCIPAL PEDR BIE ,443594,4473866,,2019-314
Otros,Publica,066,Grinon,https://wikidata.org/entity/Q1772237,PLAZA Mayor 1  ,PLAZA,Mayor,1,,,28971,CASA CONSISTORIAL. EN EL HALL DE ENTRADA AYUNTAMIENTO DE GRINON,427428,4451758,7:30 A 15:00,2019-415
Otros,Publica,066,Grinon,https://wikidata.org/entity/Q1772237,CALLE Fuentesanta 1  ,CALLE,Fuentesanta,1,,,28971,CAMPO DE FUTBOL. EN CUARTO DE ARBIRROS JUNTO A VESTUARIOS AYUNTAMIENTO DE GRINON,427862,4451886,,2019-416
Otros,Publica,066,Grinon,https://wikidata.org/entity/Q1772237,CALLE de la Llanada 23  ,CALLE,Llanada,23,,,28971,CENTRO DE RECURSOS JUVENILES. HALL DE ENTRADA AYUNTAMIENTO DE GRINON,427384,4451414,,2019-417
Otros,Publica,066,Grinon,https://wikidata.org/entity/Q1772237,PASEO de la Carcava 20  ,PASEO,Carcava,20,,,28971,EN EL HALL DE ENTRADA AYUNTAMIENTO DE GRINON,427413,4452017,,2019-418
Centro educativo,Publica,123,Rivas-Vaciamadrid,https://wikidata.org/entity/Q644481,CALLE del Electrodo 1  ,CALLE,Electrodo,1,,,,"PLAZA ECOPOLIS EN PASILLO DE DESPACHOS, FRENTE A LAVANDERIA",453460,4467232,DE L A V 9:00 A 17H,2019-588
Otros,Privada,005,Alcala de Henares,https://wikidata.org/entity/Q46940,CALLE Tales de Mileto 1  ,CALLE,Tales de Mileto,1,,,28806,ENTRADA PRINCIPAL PARED FRONTAL JUNTO A RECEPCION ,466572,4482433,,2019-617
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de la Victoria   ,AVDA,Victoria,,,,28023,DESPACHO FRENTE A RECEPCION - EDIFICIO PALACETE ,429223,4479762,,2019-618
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Llodio 4  ,CALLE,Llodio,4,,,28034,ENTRADA AL LADO DE TORNOS ,441505,4482334,,2019-619
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Barbara de Braganza 13  ,CALLE,Barbara de Braganza,13,,,28004,ENTRADA JUNTO A TAQUILLAS ,441305,4474981,,2019-620
Otros,Privada,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE del Convento 4  ,CALLE,Convento,4,,,28660,,425519,4473273,L a v 7:00-22:30 / S 10:00 a 20:00 / D V10:00 a 14:00,2019-793
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de San Norberto 48 0 ,CALLE,San Norberto,48,0,,28021,PLANTA 0 - HALL ACCESO A ASCENSOR INTERIOR ,440075,4465750,,2019-964
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Barbadillo 4 3 ,CALLE,Barbadillo,4,3,,28042,OFICINA EIFFAGE ENERGIA S.L.U ,450803,4478015,8:00 a 13:00 y de14:30 a 18:00,2019-1915
Centro educativo,Privada,176,Villanueva de la Canada,https://wikidata.org/entity/Q973325,CALLE Castillo de Alarcon 49  ,CALLE,Castillo de Alarcon,49,,,28692,AULARIO G HALL ,420343,4480774,9:00 A 22:00,2019-1925
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Almagro 5  ,CALLE,Almagro,5,,,28010,ESCUELA DE POSTGRADO UNIVERSIDAD CAMILO JOSE CELA PASILLO CUARTOS ELECTRICOS,441026,4475587,09:00H A 22:00H,2019-1928
Centros residenciales de mayores con 200 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de Juan XXIII 38  ,PASEO,Juan XXIII,38,,,28040,RESIDENCIA BALLESOL PARQUE ALMANSA - SALON DE LA RESIDENCIA PLANTA BAJA,439385,4477952,24 H,2019-1944
Centros residenciales de mayores con 200 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Juan Alvarez Mendizabal 3 2 ,CALLE,Juan Alvarez Mendizabal,3,2,,28008,GRUPO BALLESOL - HALL DE ASCENSORES PLANTA 2ª ,439431,4475031,24 H,2019-1945
Instalaciones de transporte,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Mendez Alvaro 73  ,CALLE,Mendez Alvaro,73,,,28045,DENTRO DE ESTACION DE METRO MENDEZ ALVARO VESTIBULO RENFE INTERCAMBIADOR AUTOBUSES,442238,4471949,,2018-3148
Centro educativo,Privada,148,Torrejon de Ardoz,https://wikidata.org/entity/Q489839,AVDA Salvador Dali   ,AVDA,Salvador Dali,,,,28850,,462452,4478303,,2018-3154
Instalaciones de transporte,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Fuentesauco 44  ,CALLE,Fuentesauco,44,,,28024,"DENTRO DE LA ESTACION DE CIUDAD JARDIN, EN EL VESTIBULO ",434307,4472120,,2018-3183
Establecimiento publico con aforo igual o superior a 2000 personas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Miraflores s/n  ,AVDA,Miraflores,s/n,,,28035,REAL CLUB DE LA PUERTA DE HIERRO COCHE DE SEGURIDAD MOVIL,437668,4478955,7-22,2019-112
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PLAZA del Conde de Casal 6 BAJA ,PLAZA,Conde de Casal,6,BAJA,,28007,HOTEL CLARIDGE SL ,443179,4473066,,2019-446
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Poeta Joan Maragall 1 6 ,CALLE,Poeta Joan Maragall,1,6,,28020,,441249,4478304,,2019-469
Otros,Privada,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,AVDA Juan XXIII 6  ,AVDA,Juan XXIII,6,,,28224,ENTRADA PRINCIPAL ,431497,4477625,9:00 a 16:00 LJ   9:00 a 15:00 V/JUNIO Y SEPT.,2019-471
Centro de trabajo con mas de 250 trabajadores,Privada,065,Getafe,https://wikidata.org/entity/Q8802,CALLE Miguel Faraday 1  ,CALLE,Miguel Faraday,1,,,28906,- -,440430,4460478,8-15,2019-557
Otros,Privada,075,Loeches,https://wikidata.org/entity/Q1646206,CALLE Roa 5  ,CALLE,Roa,5,,,28890,OFICINA PLANTA BAJA AL LADO BOTIQUIN ,464630,4472392,7:30 A 17:00 H,2019-125
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Serrano 200  ,CALLE,Serrano,200,,,28002,,442188,4477975,,2019-126
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Asuncion Cuestablanca 11  ,CALLE,Asuncion Cuestablanca,11,,,28050,EDIFICIO POLIDEPORTIVO ,444645,4484346,,2019-343
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Asuncion Cuestablanca 11  ,CALLE,Asuncion Cuestablanca,11,,,28050,,444645,4484346,,2019-344
Centro educativo,Privada,058,Fuenlabrada,https://wikidata.org/entity/Q54902,AVDA Regiones 12  ,AVDA,Regiones,12,,,28941,HALL PRINCIPAL PATIO CENTRAL INTERIOR C/ACCESO A PLANTAS AULAS,431977,4460039,,2019-412
Centro educativo,Privada,014,Arganda del Rey,https://wikidata.org/entity/Q497692,PLAZA de la Alegria 2  ,PLAZA,Alegria,2,,,28500,LOCAL B Y C ,461872,4462121,,2019-413
Centro educativo,Publica,036,Casarrubuelos,https://wikidata.org/entity/Q1772185,AVDA Fernandez Turbica 2  ,AVDA,Fernandez Turbica,2,,,28977,PASILLO SALIDA PATIO JUNTO A BIE ,429695,4446953,,2019-537
Establecimiento dependiente de una Administracion Publica,Publica,123,Rivas-Vaciamadrid,https://wikidata.org/entity/Q644481,CALLE Jovellanos 30  ,CALLE,Jovellanos,30,,,28521,"EN SALA PRINCIPAL, JUNTO A RAMPA MINUSVALIDOS ",455273,4466676,L A V 10 A 21; S 10 A 14H,2019-538
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Doctor Tolosa Latour 7  ,CALLE,Doctor Tolosa Latour,7,,,28041,GERENCIA INFORMATICA DE LA SEGURIDAD SOCIAL ,440449,4469646,24H,2019-578
Establecimiento dependiente de una Administracion Publica,Publica,148,Torrejon de Ardoz,https://wikidata.org/entity/Q489839,CALLE GERENCIA INFORMATICA DE LA SEGURIDAD SOCIAL 0  ,CALLE,GERENCIA INFORMATICA DE LA SEGURIDAD SOCIAL,0,,,28850,,460034,4477837,24H,2019-579
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Doctor Tolosa Latour 7  ,CALLE,Doctor Tolosa Latour,7,,,28041,GERENCIA INFORMATICA DE LA SEGURIDAD SOCIAL ,440449,4469646,24 H,2019-581
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Santa Eugenia 14  ,AVDA,Santa Eugenia,14,,,28031,OFICINA DE EMPLEO ,447968,4470614,8:30-14:30,2019-758
Establecimiento dependiente de una Administracion Publica,Publica,134,San Sebastian de los Reyes,https://wikidata.org/entity/Q484717,CALLE de la Isla del Hierro 7  ,CALLE,Isla del Hierro,7,,,28703,O.EMPLEO ,447514,4489677,8:30-14:30,2019-759
Establecimiento dependiente de una Administracion Publica,Publica,074,Leganes,https://wikidata.org/entity/Q77433,CALLE Rey Pastor 48  ,CALLE,Rey Pastor,48,,,28914,SEPE ,437480,4464934,8:30-14:30,2019-760
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de las Acacias 23  ,PASEO, Acacias,23,,,28005,,440100,4472822,8:30-14:30,2019-761
Centro educativo,Privada,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,CTRA M-515 (Majadahonda) 1.8 0 ,CTRA,M-515 (Majadahonda),1.8,0,,28223,EDIFICIO E JUNTO A DESPACHO DE POSTGRADO UFV JUNTO A PECERA,429145,4476878,de L a V  de 8:00 a 22:00,2019-889
Centro educativo,Privada,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,CTRA M-515 (Majadahonda) 1.8 0 ,CTRA,M-515 (Majadahonda),1.8,0,,28223,EDIFICIO H PECERA JUNTO A ESCALERA,429261,4477147,de L a V de 8:00 a 20:00,2019-890
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Ponzano 15  ,CALLE,Ponzano,15,,,28010,CENTRO DE ESTUDIOS FINANCIEROS PASILLO DE LA ENTRADA,440676,4476620,L A V DE 9-22,2019-113
Establecimiento hotelero con mas de 100 plazas,Privada,903,Tres Cantos,https://wikidata.org/entity/Q910410,RONDA de Europa 1  ,RONDA,Europa,1,,,28760,HOTEL EUROSTAR MADRID FORO ,439362,4494329,24 HORAS,2019-234
Establecimiento hotelero con mas de 100 plazas,Privada,006,Alcobendas,https://wikidata.org/entity/Q487679,AVDA de la Vega 22  ,AVDA,Vega,22,,,28108,,446285,4487267,24 HORAS,2019-235
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Jose del Pino 53  ,CALLE,Jose del Pino,53,,,28021,ENTRADA PRINCIPAL HALL ,441484,4466943,,2019-340
Otros,Privada,014,Arganda del Rey,https://wikidata.org/entity/Q497692,CALLE Real 79  ,CALLE,Real,79,,,28500,PASILLO BANOS ,463121,4461069,9:00 a 18:00 LJ  8:00 a 15:00 v/junio septiembre,2019-476
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,"CTRA M-607 Colmenar Viejo 13,600  ",CTRA,M-607 Colmenar Viejo,"13,600",,,28049,Instituto de Formacion Integral en Seguridad y Emergencias ,441681,4486598,,2019-511
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Santa Engracia 142  ,CALLE,Santa Engracia,142,,,28003,,440443,4477261,,2019-554
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de los Fueros 36  ,AVDA,los Fueros,36,,,28041,,441153,4469078,24H,2019-555
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Gutierrez Canales 15  ,CALLE,Gutierrez Canales,15,,,28022,,447899,4477664,,2019-556
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Carrion de los Condes 73  ,CALLE,Carrion de los Condes,73,,,28033,CENTRO MUNICIPAL DE MAYORES SAN BENITO SALON DE JUEGOS - CAFETERIA,444216,4480809,,2019-559
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Abizanda 8  ,CALLE,Abizanda,8,,,28033,CMM EL HENAR (CONSERJERIA) ,466763,4459349,,2019-560
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Velez Rubio 1  ,CALLE,Velez Rubio,1,,,28033,CSS Y CENTRO DE DIA QUEROL - CAFETERIA ,466429,4459327,,2019-561
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Ramon Power 54  ,CALLE,Ramon Power,54,,,28043,CENTRO DE ATENCION A LA FAMILIA(PASILLO DIRECCION) ,446803,4479379,,2019-562
Otros,Privada,047,Collado Villalba,https://wikidata.org/entity/Q735759,CALLE Alejandro Gamella 2  ,CALLE,Alejandro Gamella,2,,,28400,RECEPCION ,414900,4499381,L-J 9-19  V 9-15 Y DE JUNIO A SEPTIEMBRE,2019-570
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Mar de las Antillas 8  ,CALLE,Mar de las Antillas,8,,,28033,CENTRO CULTURAL HUERTA DE LA SALUD SALA EXPOSICIONES - ENTRADA,445204,4480697,,2019-653
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CTRA de Canillas 1  ,CTRA,Canillas,1,,,28043,AUDITORIO PILAR GARCIA PENA ,444299,4479403,,2019-654
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Benita Avila 17  ,CALLE,Benita Avila,17,,,28043,CENTROCULTURAL FEDERICO CHUECA - PASILLO ,444836,4479568,,2019-655
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Carril del Conde 57  ,CALLE,Carril del Conde,57,,,28043,CENTRO CULTURAL CARRILDEL CONDE AUX.INFORMACION,444509,4479116,,2019-656
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Alberto Palacios 22 BAJA ,CALLE,Alberto Palacios,22,BAJA,,28021,JUNTO A ASCENSORES CONSEJERIA DE SANIDAD,439485,4466026,,2019-826
Centros residenciales de mayores con 200 plazas,Privada,058,Fuenlabrada,https://wikidata.org/entity/Q54902,AVDA de los Estados 5  ,AVDA,los Estados,5,,,28945,JUNTOCAFETERIA ASOC CULTURAL DE MAYORES DE FUENLABRADA,432881,4460048,DE 9:00 A 13:30 Y DE 16:00 A 20:30,2018-3174
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Padre Damian 18  ,CALLE,Padre Damian,18,,,28036,"POLIDEPORTIVO , ENTRADA PRINCIPAL POLIDEPORTIVO PASILLO ENTRADA A PISTAS Y JUNTO A BOTIQUIN",441802,4478488,de L a V de 8:00 a 23:00. S y D 8 a 14:30,2019-183
Establecimiento dependiente de una Administracion Publica,Publica,127,Las Rozas de Madrid,https://wikidata.org/entity/Q592747,CALLE Real 18  ,CALLE,Real,18,,,28231,CENTRO DE MAYORES EL BAILE II ,426044,4482710,,2019-265
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Leganitos 47  ,CALLE,Leganitos,47,,,28013,HALL RECEPCION ,439666,4474967,,2019-699
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de El Espinar 41  ,CALLE,El Espinar,41,,,28025,POLIDEPORTIVO ,436992,4470694,07:30 A 20:30,2019-439
Centro educativo,Privada,152,Torrelodones,https://wikidata.org/entity/Q542958,CALLE Angel Alberquilla Polin 7  ,CALLE,Angel Alberquilla Polin,7,,,28250,ESCUELA INFANTIL TETE ,421557,4492158,8-18,2019-495
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Viera y Clavijo 14-16 baja ,CALLE,Viera y Clavijo,14-16,baja,,28007,JUNTO AL DESPACHO DE ADMINISTRACION COLEGIO SANTA ELISABETH,442893,4473280,8-18,2019-496
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Arcipreste de Hita 10  ,CALLE,Arcipreste de Hita,10,,,28015,HOTEL EXE MONCLOA ,439145,4476148,24 H,2019-935
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Santa Leonor 65  ,CALLE,Santa Leonor,65,,,28037,EDIFICIO D ,446835,4476044,,2019-1161
Centro educativo,Publica,028,Bustarviejo,https://wikidata.org/entity/Q55487,CALLE de la Feria 8  ,CALLE,Feria,8,,,28720,"C/ LA FERIA 8, 28720, BUSTAVIEJO HALL ENTRADA",440144,4523401,,2019-2171
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Juan Ignacio Luca de Tena 11  ,CALLE,Juan Ignacio Luca de Tena,11,,,28027,EDIFICIO PEDRENA - SEGUNDA PLANTA ,446359,4477701,,2018-3170
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,BULEV de Indalecio Prieto 2  ,BULEV,Indalecio Prieto,2,,,28032,,447420,4472923,,2019-329
Centro educativo,Publica,040,Ciempozuelos,https://wikidata.org/entity/Q1751930,CALLE Timanfaya 1  ,CALLE,Timanfaya,1,,,28350,,446619,4444912,,2019-414
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE FULL ON NET 41 4º D,CALLE,FULL ON NET,41,4º,D,,,446294,4475872,,2019-464
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Muguet 7  ,CALLE,Muguet,7,,,28044,RCEPCION ,436603,4469061,8:00 a 20:00 LV  HORARIO VERANO JUN-SEPT 8:00-16:00,2019-479
Establecimiento dependiente de una Administracion Publica,Publica,127,Las Rozas de Madrid,https://wikidata.org/entity/Q592747,CALLE Aristoteles  BAJA ,CALLE,Aristoteles,,BAJA,,28232,JUNTO A ASCENSORES CONSEJERIA DE SANIDAD,422038,4485394,,2019-840
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Espronceda 24 5ª ,CALLE,Espronceda,24,5ª,,28003,JUNTO A ESCALERAS CONSEJERIA DE SANIDAD,440914,4476883,,2019-842
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Alfonso XIII 162 1 ,AVDA,Alfonso XIII,162,1,,28016,DESPACHO DIRECCION TECNICA EDUCACION PRIMARIA ,442846,4479086,,2019-872
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Antonio Reig 6  ,CALLE,Antonio Reig,6,,,28035,ENTRADA AULA ,438303,4479717,,2019-2395
Establecimiento dependiente de una Administracion Publica,Publica,015,Arroyomolinos,https://wikidata.org/entity/Q931188,CALLE CENTRO MAYORES - ZONA BAR 5  ,CALLE,CENTRO MAYORES - ZONA BAR,5,,,28939,,421688,4458062,,2019-2723
Centro de trabajo con mas de 250 trabajadores,Privada,127,Las Rozas de Madrid,https://wikidata.org/entity/Q592747,CALLE Jose Echegaray 8  ,CALLE,Jose Echegaray,8,,,28232,SALA BOTIQUIN ,424629,4486169,,2019-2781
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Prado 18  ,CALLE,Prado,18,,,28014,EN EL OFFICE DE RECEPCION HOTEL VINCCI,464664,4455071,,2019-1301
Instalaciones de transporte,Publica,049,Coslada,https://wikidata.org/entity/Q164197,CALLE Honduras SN  ,CALLE,Honduras,SN,,,28822,DENTRO DE LA ESTACION DE METRO DE LA RAMBLA EN EL VESTIBULO,445887,4479998,,2019-22
Otros,Privada,049,Coslada,https://wikidata.org/entity/Q164197,AVDA de Fuentemar 20 2 ,AVDA,Fuentemar,20,2,,28823,RECEPCION ,453663,4475995,L-J: 9-13 H Y 14-17; V: 9-14 H,2019-219
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Fortuny 6  ,CALLE,Fortuny,6,,,28010,,441398,4475621,24 H,2019-221
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Gamonal 6  ,CALLE,Gamonal,6,,,28031,RECEPCION ,445175,4469227,,2019-222
Otros,Privada,065,Getafe,https://wikidata.org/entity/Q8802,CALLE de los Torneros 1  ,CALLE,los Torneros,1,,,28906,BOTIQUIN ,440436,4461969,,2019-223
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CTRA de Villaverde a Vallecas 257  ,CTRA,Villaverde a Vallecas,257,,,28031,NAVE BAJO PUENTE ,445162,4469135,,2019-224
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Manuel Munoz 30  ,CALLE,Manuel Munoz,30,,,28026,ENTRADA AULAS PATIO EXTERIOR ,440521,4470727,,2019-225
Otros,Privada,065,Getafe,https://wikidata.org/entity/Q8802,PASEO de la Estacion 27  ,PASEO,Estacion,27,,,28904,C.P. PASEO DE LA ESTACION 27A Y 27B ,438018,4463496,,2019-226
Centro educativo,Privada,006,Alcobendas,https://wikidata.org/entity/Q487679,CALLE del Camino Ancho 12  ,CALLE,Camino Ancho,12,,,28109,GIMNASIO - COLEGIO BASE INFANTIL ,448115,4484504,08:00-18:00,2019-355
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Alcala 476  ,CALLE,Alcala,476,,,28027,,446429,4476709,,2019-493
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Burgos 118 2 ,AVDA,Burgos,118,2,,28050,2ª PLANTA TORRE ESTE (office de la planta) ,443024,4482211,9:00 A 20:00 H,2019-949
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Burgos 118  ,AVDA,Burgos,118,,,28050,"PLANTA 0 - PASILLO BRAND ACADEMY, JUNTO AL CUARTO DE VIGILANTES ",443024,4482211,9:00 A 20:00 H,2019-950
Establecimiento dependiente de una Administracion Publica,Publica,013,Aranjuez,https://wikidata.org/entity/Q486792,CALLE de Stuart 79  ,CALLE,Stuart,79,,,28300,OFICINAS DEL AYUNTAMIENTO DE ARANJUEZ ,448511,4431574,DE 8 A 15H,2019-2392
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PLAZA del Alcalde Moreno Torres 12  ,PLAZA,Alcalde Moreno Torres,12,,,28050,GARITA DE CONSERJERIA - RESIDENCIAL INBISA SANCHINARRO ,444316,4482262,,2019-2409
Otros,Privada,074,Leganes,https://wikidata.org/entity/Q77433,CALLE Velasco 11  ,CALLE,Velasco,11,,,28911,SALA DE DESCANSO ,434906,4464260,L a J de 9:00 a 14:30 y 16:00 a 19:00; V de 9:00 a 14:30,2019-2410
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Witerico 9  ,CALLE,Witerico,9,,,28025,DESPACHO ,437065,4469925,DE 8:00 A 15:00,2019-2411
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de Extremadura 33  ,PASEO,Extremadura,33,,,28011,AULA 1 ,438173,4473893,DE L A V DE 8:30 A 21:30,2019-2413
Centro de trabajo con mas de 250 trabajadores,Privada,903,Tres Cantos,https://wikidata.org/entity/Q910410,CALLE de Batanes 3  ,CALLE,Batanes,3,,,28760,ACREDITACION BATANES ,441130,4495980,24 H,2019-2429
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de los Embajadores 181  ,CALLE,los Embajadores,181,,,28045,PLANTA BAJA - HALL ASCENSORES ,441303,4471665,DURANTE TODA LA JORNADA INITERRUMPIDAMENTE,2019-2462
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,CALLE Camino de Sacedon 15  ,CALLE,Camino de Sacedon,15,,,28670,Pabellon cubierto municipal Chema Martinez - RECEPCION ,422723,4467683,24 H,2019-2469
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,CALLE Alexander Graham Bell S/N  ,CALLE,Alexander Graham Bell,S/N,,,28670,CAMPO DE FUTBOL - VESTUARIOS ,422145,4468351,,2019-2473
Establecimiento dependiente de una Administracion Publica,Publica,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,CALLE Zarzal 14  ,CALLE,Zarzal,14,,,28670,POLICIA LOCAL - PASILLO ASCENSOR ,423174,4467639,24 H,2019-2474
Otros,Publica,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,CALLE Zarzal 14  ,CALLE,Zarzal,14,,,28670,COCHE PATRULLA ,423174,4467639,24 HORAS,2019-2475
Otros,Publica,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,CALLE Zarzal 14  ,CALLE,Zarzal,14,,,28670,COCHE PATRULLA ,423174,4467639,24 HORAS,2019-2476
Otros,Publica,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,CALLE Zarzal 14  ,CALLE,Zarzal,14,,,28670,COCHE PATRULLA ,423174,4467639,24 HORAS,2019-2477
Otros,Publica,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,CALLE Zarzal 14  ,CALLE,Zarzal,14,,,28670,COCHE PROTECCION CIVIL ,423174,4467639,24 HORAS,2019-2478
Otros,Publica,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,CALLE Zarzal 14  ,CALLE,Zarzal,14,,,28670,COCHE PROTECCION CIVIL ,423174,4467639,24 HORAS,2019-2479
