tipo_establecimiento,tipo_titularidad,municipio_codigo,municipio_nombre,same_as_wikidata_municipio,direccion_establecimiento,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_piso,direccion_puerta,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso,codigo_dea
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Rios Rosas 23 BAJA ,CALLE,Rios Rosas,23,BAJA,,28003,INSTITUTO GEOLOGICO Y MINERO DE ESPANA JUNTO AL SERVICIO MEDICO,440663,4477077,24 HORAS,2017-38
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de la Castellana 182  ,PASEO,Castellana,182,,,28046,MAKIBER ,441610,4479170,DE 08:00 A 20:00 HORAS,2017-39
Centro de trabajo con mas de 250 trabajadores,Privada,014,Arganda del Rey,https://wikidata.org/entity/Q497692,CALLE Laton 3 1ª ,CALLE,Laton,3,1ª,,28500,TETRAPACK ENVASES SA AREA DE OFICINA DE JEFES DE TURNO,460489,4461360,,2017-41
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Monasterio de Las Huelgas 15  ,CALLE,Monasterio de Las Huelgas,15,,,28049,FUNDACION A LA PAR EN EL HALL DE ENTRADA DEL EDIFICIO PRINCIPAL JUNTO CONSERJE,439919,4483766,HORARIO LECTIVO,2017-48
Establecimiento dependiente de una Administracion Publica,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Isabel II 26  ,CALLE,Isabel II,26,,,28660,JUZGADO DE PAZ EN EL HALL DE ENTRADA,425269,4473564,DE 8:00 A 16:00 DE LUNES A VIERNES,2017-55
Establecimiento dependiente de una Administracion Publica,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Juan Carlos I 42  ,CALLE,Juan Carlos I,42,,,28660,SEDE ADMINISTRATIVA DEL AYUNTAMIENTO EN EL HALL DE ENTRADA,425413,4473275,24 HORAS  365 DIAS,2017-56
Establecimiento dependiente de una Administracion Publica,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE del Convento 10  ,CALLE,Convento,10,,,28660,BIBLIOTECA MUNICIPAL LA MILLONARIA EN EL HALL DE ENTRADA,425577,4473257,DE LUNES A VIERNES DE 9:00 A 22:00,2017-57
Establecimiento dependiente de una Administracion Publica,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,AVDA SEDE INSTITUCIONAL DEL AYUNTAMIENTO. HALL DE ENTRADA S/N  ,AVDA,SEDE INSTITUCIONAL DEL AYUNTAMIENTO. HALL DE ENTRADA,S/N,,,28660,AVENIDA DE ADOLFO SUAREZ S/N,425598,4473109,DE LUNES A VIERNES DE 2:00 A 20:00,2017-58
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Alto del Retiro 33  ,CALLE,Alto del Retiro,33,,,28051,IKEA ENSANCHE DE VALLECAS ,449406,4469024,,2017-98
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Somera 5  ,CALLE,Somera,5,,,28023,MACDONALDS ,431898,4480058,8-18,2017-99
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Consuegra 7 2 A,CALLE,Consuegra,7,2,A,28036,ONTEX ID SAU ,442642,4480695,HORARIO COMERCIAL,2017-100
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Juan Ramon Jimenez 15  ,CALLE,Juan Ramon Jimenez,15,,,28036,PREMAAT UPS ,441742,4478847,DE 8;00 A 18:00,2017-101
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Goya 22 3 ,CALLE,Goya,22,3,,28001,SIERRA SPAIN SHOPPING CENTER SERVICES SAU ,442037,4475154,L A J: 9:00 A 19:00. V: 9:00 A16:00,2017-108
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PLAZA de Pablo Ruiz Picasso S/N 42 ,PLAZA,Pablo Ruiz Picasso,S/N,42,,28020,VIESGO RENOVABLES SLU EDIFICIO TORRE PICASSO,441236,4477968,9:00 A 18:00,2017-117
Otros,Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,PLAZA de Francisco Sandoval Caballero 1  ,PLAZA,Francisco Sandoval Caballero,1,,,28600,AYUNTAMIENTO DE NAVALCARNERO EN EL HALL DE ENTRADA,413706,4460531,9:00 A 14:00 HORAS,2017-119
Otros,Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,PLAZA del Teatro s/n  ,PLAZA,Teatro,s/n,,,28600,POLICIA LOCAL ,413855,4460388,,2017-121
Otros,Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,CALLE del Rio Ebro s/n  ,CALLE,Rio Ebro,s/n,,,28600,PABELLON CUBIERTO LA ESTACION HALL DE RECEPCION,414399,4460907,SEGUN ACTIVIDADES,2017-129
Otros,Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,CALLE Juan Antonio Zenon S/N  ,CALLE,Juan Antonio Zenon,S/N,,,28600,POLIDEPORTIVO MUNICIPAL EL PIJORRO ,413304,4460258,9:00 A 23:00,2017-130
Centro educativo,Publica,049,Coslada,https://wikidata.org/entity/Q164197,CALLE de la Virgen del Mar S/N baja ,CALLE,Virgen del Mar,S/N,baja,,28821,ENTRADA POR AVENIDA DEL PLANTIO. EN ANTESALA DE ASEOS PROFESORES I.E.S. LUIS GARCIA BERLANGA (Coslada),452271,4475706,LUNES A JUEVES 8:30 A 18:00. VIERNES 8:30 A 14:30,2017-135
Otros,Privada,005,Alcala de Henares,https://wikidata.org/entity/Q46940,AVDA de Meco S/N  ,AVDA,Meco,S/N,,,28805,PABELLON POLIDEPORTIVO FUNDACION MONTEMADRID DENTROPISTA POLILDEPORTIVA JUNTOA A INSTALACION MEGAFONIA,469844,4482845,,2017-144
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Nicolas Cabrera 1  ,CALLE,Nicolas Cabrera,1,,,28049,CENTRO DE BIOLOGIA MOLECULAR SEVERO OCHOA CAMPUS UAM CANTOBLANCO . CAMPUS UAM ENTRADA PRINCIPAL CBM,441455,4488971,8:00 A 18:00 HORAS,2017-160
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de las Doce Estrellas 4 4 ,PASEO, Doce Estrellas,4,4,,28042,LIBERTY SEGUROS. EDIFICIO TIERRA MODULO B PLANTA 4 EN HALL DE SALIDA A ESCALERA EMERGENCIAS,447846,4479172,9 A 18,2017-161
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Maqueda 8  ,CALLE,Maqueda,8,,,28024,ESCUELA POLITECNICA GINER CENTRO ESPANOL DE TECNOLOGIA APLICACA,435023,4471800,,2017-173
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Puerta de Hierro 1  ,AVDA,Puerta de Hierro,1,,,28040,FACULTAD DE VETERINARIA UNIVERSIDAD COMPLUTENSE DE MADRID,437616,4477626,,2017-175
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Puerta de Hierro 1  ,AVDA,Puerta de Hierro,1,,,28040,FACULTAD DE VETERINARIA UNIVERSIDAD COMPLUTENSE DE MADRID,437616,4477626,,2017-176
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Puerta de Hierro 1  ,AVDA,Puerta de Hierro,1,,,28040,FACULTAD DE VETERINARIA UNIVERSIDAD COMPLUTENSE DE MADRID,437616,4477626,,2017-177
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Puerta de Hierro 1  ,AVDA,Puerta de Hierro,1,,,28040,FACULTAD DE VETERINARIA UNIVERSIDAD COMPLUTENSE DE MADRID,437616,4477626,,2017-178
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Privada,181,Villaviciosa de Odon,https://wikidata.org/entity/Q1631897,AVDA Manuel Gutierrez Mellado S/N  ,AVDA,Manuel Gutierrez Mellado,S/N,,,28670,COMPLEJO ACUATICO DEPORTIVO MUNICIPAL HISPAOCIO VILLAVICIOSA SL,423703,4467521,,2017-181
Otros,Privada,005,Alcala de Henares,https://wikidata.org/entity/Q46940,CALLE Lucio Emilio Candido 4 0 G,CALLE,Lucio Emilio Candido,4,0,G,,PLATAFORMA LOGISTICA LIDL SUPERMERCADOS ALCALA DE HENARES. ALMACEN,465506,4479960,L A S: 24 HORAS. D: 22:00 A 6:00,2017-184
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,113,Pinto,https://wikidata.org/entity/Q909718,CALLE Sur S/N  ,CALLE,Sur,S/N,,,28320,ESTADIO RAMON MENDOZA HALL PRINCIPAL JUNTO A PUERTA LATERAL DE CONSERJERIA,440475,4454152,DE 9:00 A 23:00,2017-3
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,113,Pinto,https://wikidata.org/entity/Q909718,CALLE Sevilla S/N  ,CALLE,Sevilla,S/N,,,28320,POLIDEPORTIVO PATRICIA CHAMORRO JUNTO A CONSERJERIA,441232,4454909,08:00 A 22:00,2017-6
Centro de trabajo con mas de 250 trabajadores,Privada,014,Arganda del Rey,https://wikidata.org/entity/Q497692,CALLE Laton 8  ,CALLE,Laton,8,,,28500,TETRA PACK HISPANIA SA HALL DE ENTRADA JUNTO A RECEPCION,460224,4461408,,2017-42
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,PLAZA de Carlos Trias Bertran 7 7 ,PLAZA,Carlos Trias Bertran,7,7,,28020,SERVICIO MADRILENO DE SALUD (SERMAS) ,441164,4478014,,2017-51
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Labastida 13 1 ,CALLE,Labastida,13,1,,28034,CENTRO DE ESTUDIOS SUPERIORES FUENCARRAL SALA DE PROFESORES,441774,4482398,DE 8:30 A 20:30,2017-70
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CTRA de La Munoza S/N 1ª ,CTRA,La Munoza,S/N,1ª,,28042,GATE GOURMET SPAIN. FRENTE A OFICINAS DE PERSONAL POLIGONO INDUSTRIAL LA MUNOZA - IBERIA,454270,4479856,,2017-71
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Poeta Joan Maragall 53 BAJA ,CALLE,Poeta Joan Maragall,53,BAJA,,28020,SOCIEDAD ESTATAL LOTERIAS Y APUESTAS DEL ESTADO SA PLANTA BAJA. HALL DE ENTRADA. CENTRO DE SEGURIDAD,441358,4479432,24 HORAS,2017-110
Otros,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Manuel Tovar 13 BAJA ,CALLE,Manuel Tovar,13,BAJA,,28034,SOCIEDAD ESTATAL LOTERIAS Y APUESTAS DEL ESTADO SA PLANTA BAJA. HALL DE ENTRADA. GARITA DE SEGURIDAD.,441860,4482050,24 HORAS,2017-111
Otros,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Xaudaro 15 BAJA ,CALLE,Xaudaro,15,BAJA,,28034,SOCIEDAD ESTATAL LOTERIAS Y APUESTAS DEL ESTADO PLANTA BAJA. HALL DE ENTRADA. GARITA DE SEGURIDAD,441404,4482303,24 HORAS,2017-113
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de los Poblados 183  ,AVDA,los Poblados,183,,,28041,CPPEE JOAN MIRO ,440840,4469177,,2017-114
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,CALLE del Rio Nalon   ,CALLE,Rio Nalon,,,,28600,ESTADIO DE FUTBOL MARIANO GONZALEZ EN PASILLO DE SALIDA AL TERRENO DE JUEGO,413439,4459835,SEGUN ACTIVIDADES,2017-127
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Manoteras 24  ,AVDA,Manoteras,24,,,28050,PLANTA BAJA. RECEPCION CALIDAD PASCUAL SAU,443487,4481977,9 A 18,2017-150
Otros,Privada,049,Coslada,https://wikidata.org/entity/Q164197,CALLE de Suiza 14  ,CALLE,Suiza,14,,,28821,GE GRID SOLUTIONS SA ,453688,4476792,9 A 17 HORAS,2017-169
Otros,Privada,113,Pinto,https://wikidata.org/entity/Q909718,CALLE PLATAFORMA LOGISTICA LIDL SUPERMERCADOS PINTO. ALMACEN S/N  ,CALLE,PLATAFORMA LOGISTICA LIDL SUPERMERCADOS PINTO. ALMACEN,S/N,,,,POLIGONO INDUSTRIAL LAS ARENAS C/ DEL BARRANCO S/N,441733,4457594,L A V: 24 HORAS. S: HASTA 22:00. D: DESDE 14:00,2017-185
Otros,Privada,092,Mostoles,https://wikidata.org/entity/Q187826,CALLE Camino del Obispo 6 1 ,CALLE,Camino del Obispo,6,1,,28935,LIDL SUPERMERCADOS MOSTOLES. OFICINA ,424796,4464956,L A V DE 8:30 A 19:00,2017-187
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Santuario 11  ,CALLE,Santuario,11,,,28026,FARMACIA YOLANDA PONTES ,440609,4470601,L A V: 9:30 A 14:00 Y 17:00 A 20:00. S DE 10:13:45,2017-189
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Nicolas Cabrera 13  ,CALLE,Nicolas Cabrera,13,,,28049,ENTRADA DEL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC),441800,4488974,8:00 A 18:00 HORAS,2017-193
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de la Castellana 75  ,CALLE,Castellana,75,,,28032,OFICINA ESPANOLA DE PATENTES Y MARCAS PLANTA BAJA. EN GARITA DE SERVICIO DE VIGILANCIA,441213,4477669,15 HORAS,2017-194
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de la Castellana 75 8 ,CALLE,Castellana,75,8,,28032,OFICINA ESPANOLA DE PATENTES Y MARCAS PLANTA 8. SERVICIO MEDICO,441213,4477669,15 HORAS,2017-195
Otros,Privada,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,AVDA Europa 26  ,AVDA,Europa,26,,,28224,C.C. ZIELO SHOPPING NIVEL +1 FRENTE A ASCENSORES. PASARELA CRISTAL,433465,4477040,9-21,2017-216
Centros residenciales de mayores con 200 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Santa Hortensia 46  ,CALLE,Santa Hortensia,46,,,28002,CASER RESIDENCIAL PLANTA 0. ENFERMERIA,443752,4477266,9-21,2017-218
Otros,Privada,006,Alcobendas,https://wikidata.org/entity/Q487679,CALLE de Anabel Segura 14 ss ,CALLE,Anabel Segura,14,ss,,28108,CAPGEMINI PLANTA SS ZONA A. AL LADO DEL COMEDOR,446813,4487175,8-18:30 VIERNES 8-15,2017-219
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,113,Pinto,https://wikidata.org/entity/Q909718,CALLE de la Buena Vista S/N  ,CALLE,Buena Vista,S/N,,,28320,POLIDEPORTIVO ALBERTO CONTADOR EN EL PASILLO PRINCIPAL DEL EDIFICIIO DE AULAS,440494,4455151,08:00 A 22:00,2017-5
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,113,Pinto,https://wikidata.org/entity/Q909718,CALLE Juana Frances 63  ,CALLE,Juana Frances,63,,,28320,BIBLIOTECA MUNICIPAL JAVIER LA PENA HALL PRINCIPAL DE ENTRADA. JUNTO A CONSERJERIA,440315,4456403,08:00 A 22:00,2017-28
Establecimiento dependiente de una Administracion Publica,Publica,113,Pinto,https://wikidata.org/entity/Q909718,PLAZA de la Constitucion S/N  ,PLAZA,Constitucion,S/N,,,28320,EDIFICIO DE POLICIA LOCAL HALL PRINCIPAL DE ENTRADA,440383,4454741,24 HORAS,2017-29
Centro educativo,Privada,006,Alcobendas,https://wikidata.org/entity/Q487679,CALLE del Camino Ancho 14  ,CALLE,Camino Ancho,14,,,28109,COLEGIO ESCANDINAVO LA MORALEJA,448028,4484602,08:30 A 20:00,2017-32
Centro educativo,Publica,141,Sevilla la Nueva,https://wikidata.org/entity/Q1641045,CALLE Ruisenor 1-3  ,CALLE,Ruisenor,1-3,,,28609,CEIP ANTON SEVILLANO ,412555,4466589,,2017-65
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Canillejas a Vicalvaro 135 BAJA ,AVDA,Canillejas a Vicalvaro,135,BAJA,,28022,COLEGIO JUAN DE VALDES ,448246,4475257,DE 7:30 A 20:30,2017-94
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Badajoz 76  ,AVDA,Badajoz,76,,,28027,C.P.E.E. INFANTA ELENA RECEPCION,444890,4477193,9:30 A 16:00,2017-116
Otros,Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,CALLE del Pozo del Concejo 9  ,CALLE,Pozo del Concejo,9,,,28600,CENTRO TERCERA EDAD EN EL HALL DE ENTRADA,413772,4460110,10:00 A 13:00 Y 15:30 A 20:00,2017-120
Centro educativo,Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,CALLE de Monteclaro s/n  ,CALLE,Monteclaro,s/n,,,28600,CEIP FELIPE IV HALL DE ENTRADA,413507,4460644,HORARIO LECTIVO,2017-126
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,CALLE de Camilo Jose Cela s/n  ,CALLE,Camilo Jose Cela,s/n,,,28600,CAMPO DE FUTBOL LOS MANZANOS EN LA ENTRADA A VESTUARIOS,412992,4459745,9:00 A 23:00,2017-128
Otros,Privada,044,Colmenarejo,https://wikidata.org/entity/Q1646220,CALLE de la Canada Real 37  ,CALLE,Canada Real,37,,,28270,COMUNIDAD DE PROPIETARIOS PARQUE AZUL EDIFICIO DEL CLUB SOCIAL,413670,4490956,24 HORAS,2017-142
Establecimiento dependiente de una Administracion Publica,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Emilio Vargas 7 B ,CALLE,Emilio Vargas,7,B,,28043,ENRESA SA ,444537,4477719,24 HORAS,2017-146
Establecimiento dependiente de una Administracion Publica,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Emilio Vargas 7 B ,CALLE,Emilio Vargas,7,B,,28043,ENRESA SA ,444520,4477777,24 HORAS,2017-147
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de America 25 BAJA ,AVDA,America,25,BAJA,,28002,U.G.T. ,442775,4476716,,2017-157
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Azcona 53  ,CALLE,Azcona,53,,,28028,U.G.T. RECEPCION. DETRAS DEL MOSTRADOR,443496,4476362,,2017-158
Establecimiento dependiente de una Administracion Publica,Publica,113,Pinto,https://wikidata.org/entity/Q909718,CALLE Asturias s/n  ,CALLE,Asturias,s/n,,,28320,PISTAS MUNICIPALES DE TENIS JUNTO A MOSTRADOR DE CONSERJERIA,441258,4456164,09:00 A 21:00,2017-8
Establecimiento dependiente de una Administracion Publica,Publica,113,Pinto,https://wikidata.org/entity/Q909718,CALLE Italia 6  ,CALLE,Italia,6,,,28320,EDIFICIO CONCEJALIA EDUCACION HALL PRINCIPAL DE ENTRADA,440932,4455914,08:00 A 20:00,2017-20
Centro educativo,Publica,113,Pinto,https://wikidata.org/entity/Q909718,CALLE Francisco Bores S/N  ,CALLE,Francisco Bores,S/N,,,28320,ESCUELA MUNICIPAL DE MUSICA HALL DE ENTRADA FRENTE MOSTRADOR ATENCION PUBLICO,440554,4456429,16:00A 22:00,2017-21
Centro de trabajo con mas de 250 trabajadores,Publica,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,PASEO del Principe 3  ,PASEO,Principe,3,,,28223,RADIOTELEVISION MADRID PLANTA 0 JUNTO A HALL DE RECEPCION,433091,4472101,,2017-25
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,AVDA de Isabel de Farnesio 16  ,AVDA,Isabel de Farnesio,16,,,28660,AUDITORIO. ESCUELA DE MUSICA Y DANZA EN EL HALL DE ENTRADA,424721,4472840,DE LUNES A SABADO DE 8:00 A 21:00,2017-63
Establecimiento dependiente de una Administracion Publica,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,AVDA de Isabel de Farnesio 33  ,AVDA,Isabel de Farnesio,33,,,28660,BIBLIOTECA MUNICIPAL JOSE ORTEGA Y GASSET EN EL HALL DE ENTRADA,424974,4472408,L A V DE 9:00 A 22:00. S Y D: DE 10:00 A 22:00,2017-64
Centro educativo,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Federico Garcia Lorca 4  ,CALLE,Federico Garcia Lorca,4,,,28660,COLEGIO FEDERICO GARCIA LORCA EN EL HALL DE ENTRADA DEL EDIFICIO DE SECRETARIA,423876,4473337,DE 8:00 A 18:00 DE LUNES A VIERNES,2017-75
Centro educativo,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Gutierrez Soto 12  ,CALLE,Gutierrez Soto,12,,,28660,COLEGIO AGORA EN EL HALL DE ENTRADA,424084,4472645,DE 8:00 A 18:00 DE LUNES A VIERNES,2017-76
Centro educativo,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Tomas Breton 4  ,CALLE,Tomas Breton,4,,,28660,COLEGIO TERESA DE BERGANZA HALL DE ENTRADA DEL EDIFICIO PRINCIPAL,424795,4472847,DE 8:00 A 18:00 DE LUNES A VIERNES,2017-77
Centro educativo,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE Islas Cies S/N  ,CALLE,Islas Cies,S/N,,,28660,COLEGIO JOSE BERGAMIN EN EL HALL DE ENTRADA,424927,4476183,,2017-78
Centro educativo,Publica,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CALLE de Juan Carlos I 40  ,CALLE,Juan Carlos I,40,,,28660,COLEGIO PRINCIPE DON FELIPE EN EL HALL DE ENTRADA DEL EDIFICIO PRINCIPAL,425466,4473322,DE 8:00 A 18:00 DE LUNES A VIERNES,2017-79
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Serrano Galvache 56 3 N,CALLE,Serrano Galvache,56,3,N,28033,SERVICIO MEDICO DE EMPRESA THALES ESPANA GRP SAU,442952,4480807,HORARIO LABORAL DE LA EMPRESA,2017-80
Otros,Privada,005,Alcala de Henares,https://wikidata.org/entity/Q46940,CMNO el Olivar 2  ,CMNO,el Olivar,2,,,28806,CEMIDE SL PLANTA PRIMERA JUNTO A RECEPCION,467135,4483391,,2017-84
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Velazquez 132 2 ,CALLE,Velazquez,132,2,,28006,NAVANTIA HALL SEGUNDA PLANTA,442129,4476651,24 horas,2017-88
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de San Enrique 16 baja ,CALLE,San Enrique,16,baja,,28020,FERBOCAR CONSTGRUCCIONES SA GLOBAL ARRAKIS SLU ,440607,4478609,,2017-118
Otros,Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,CALLE del Cuartel 9  ,CALLE,Cuartel,9,,,28600,PUESTO DE LA GUARDIA CIVIL DE NAVALCARNERO ,414073,4460318,,2017-122
Centro educativo,Publica,096,Navalcarnero,https://wikidata.org/entity/Q1623099,CALLE de Luis Zapata 3  ,CALLE,Luis Zapata,3,,,28600,CEIP CARLOS RUIZ EN EL HALL DE ENTRADA,414116,4460179,HORARIO LECTIVO,2017-124
Centro educativo,Publica,148,Torrejon de Ardoz,https://wikidata.org/entity/Q489839,CALLE Cristal 2  ,CALLE,Cristal,2,,,28850,C.E.I.P. LA GAVIOTA ,460321,4478132,DE L A V NO FESTIVOS DE 9:00 A 16:00 HORAS,2017-138
Centro educativo,Privada,177,Villanueva del Pardillo,https://wikidata.org/entity/Q1751916,CALLE Mallorca 2  ,CALLE,Mallorca,2,,,28229,COLEGIO BILINGUE VALLMONT ,418038,4482268,,2017-139
Centro de trabajo con mas de 250 trabajadores,Privada,013,Aranjuez,https://wikidata.org/entity/Q486792,PASEO de Deleite 44  ,PASEO,Deleite,44,,,28300,FABRICA ERCROS. EL DESFIBRILADOR SE ENCUENTRA EN ELPUNTO DE REUNION,446932,4430793,24 HORAS,2017-140
Centro educativo,Publica,132,San Martin de la Vega,https://wikidata.org/entity/Q959612,AVDA de Nuestra Senora de la Vega 6  ,AVDA,Nuestra Senora de la Vega,6,,,28330,C.E.I.P. JORGE GUILLEN EN LA SALA DE PROFESORES,450497,4451401,7:00 A 20:30,2017-141
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Rivas s/n  ,CALLE,Rivas,s/n,,,28052,RESTAURANTE FUENTEARCOS 8NEYFE) CARRETERA DE VICALVARO A MEJORADA KM 2,451246,4471507,,2017-162
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Cristobal Bordiu 13  ,CALLE,Cristobal Bordiu,13,,,28003,HYBRIDO WORLDWIDE SL ,440536,4477194,8:00 A 21:00 HORAS,2017-171
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de la Castellana 141  ,CALLE,Castellana,141,,,28032,INVERSIONES Y PATRIMONIO CASTELLANA SL PUESTO DE CONTROL 24 H RECEPCION EN HALL PRINCIPAL,441451,4479008,24 H,2017-215
Centros residenciales de mayores con 200 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Puerto de Santa Maria 15 0 ,CALLE,Puerto de Santa Maria,15,0,,28043,CASER RESIDENCIAL RECEPCION. PLANTA CERO,444756,4478374,9-21,2017-217
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Salvador de Madariaga 1 7ª 1,CALLE,Salvador de Madariaga,1,7ª,1,28027,NIELSEN SERVICES SPAIN ,444215,4476437,,2017-1
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,113,Pinto,https://wikidata.org/entity/Q909718,CALLE de Santa Teresa s/n  ,CALLE,Santa Teresa,s/n,,,28320,PABELLON DEPORTIVO PARQUE PINTO ENTRADA PRINCIPAL JUNTO A LA CONSERJERIA,440882,4454496,09:00 A 22:00,2017-14
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,113,Pinto,https://wikidata.org/entity/Q909718,TRVA del Prado s/n  ,TRVA,Prado,s/n,,,28320,PISCINA MUNICIPAL ENTRADA PRINCIPAL JUNTO A BOTIQUIN,441201,4455983,09:00 A 22:00,2017-17
Establecimiento dependiente de una Administracion Publica,Publica,113,Pinto,https://wikidata.org/entity/Q909718,CALLE de las Alpujarras s/n  ,CALLE, Alpujarras,s/n,,,28320,TEATRO FRANCISCO RABAL HALL PRINCIPAL JUNTO A ACCESO BUTACAS PARES,441007,4454866,SEGUN CARTELERA Y ACTOS,2017-19
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Entrepenas 27 5 ,CALLE,Entrepenas,27,5,,28051,SECURITAS SEGURIDAD ESPANA ,448332,4468900,,2017-27
